,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_New
6046,FDA44,19.7,Low Fat,0.053305463,58.193000000000005,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.895,perishable
6047,DRD27,18.75,Low Fat,0.023820082000000003,97.6042,OUT013,1987,High,Tier 3,Supermarket Type1,1488.0629999999999,perishable
6048,NCK53,11.6,Non-Edible,0.037549969,101.2042,OUT013,1987,High,Tier 3,Supermarket Type1,2281.6966,Others
6049,NCF19,13.0,Non-Edible,0.03525175,48.0034,OUT018,2009,Medium,Tier 3,Supermarket Type2,923.4646,Others
6050,NCY18,7.285,Non-Edible,0.031200065,174.7054,OUT049,1999,Medium,Tier 1,Supermarket Type1,6303.7944,Others
6051,FDN56,13.224769381746881,Regular,0.106538757,145.4786,OUT027,1985,Medium,Tier 3,Supermarket Type3,5779.144,perishable
6052,NCI55,18.6,Non-Edible,0.012673238,121.5414,OUT049,1999,Medium,Tier 1,Supermarket Type1,4020.7662,Others
6053,FDB28,6.615,Low Fat,0.09330766800000001,195.9426,OUT013,1987,High,Tier 3,Supermarket Type1,2570.6538,perishable
6054,NCA18,10.1,Non-Edible,0.056191301,115.7492,OUT045,2002,Medium,Tier 2,Supermarket Type1,579.246,Others
6055,FDC46,17.7,Low Fat,0.116542484,182.6266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054,non
6056,NCZ42,10.5,Non-Edible,0.011285795,235.8248,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.4464,Others
6057,DRA59,11.847459893048129,Regular,0.127308434,186.6924,OUT027,1985,Medium,Tier 3,Supermarket Type3,7033.5112,non
6058,DRB25,12.3,Low Fat,0.069742672,106.2938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1715.1008,non
6059,FDE24,12.277108208955255,Low Fat,0.093010026,143.0812,OUT027,1985,Medium,Tier 3,Supermarket Type3,3704.5112,non
6060,FDA57,18.85,Low Fat,0.03961061,41.648,OUT013,1987,High,Tier 3,Supermarket Type1,759.012,non
6061,FDZ46,7.485,Low Fat,0.069514712,108.7228,OUT017,2007,Medium,Tier 2,Supermarket Type1,1326.2736,non
6062,FDX39,14.3,Regular,0.083147702,210.1586,OUT010,1998,Medium,Tier 3,Grocery Store,422.1172,perishable
6063,FDW35,10.6,Low Fat,0.011106465,42.7454,OUT049,1999,Medium,Tier 1,Supermarket Type1,419.454,perishable
6064,FDZ55,13.224769381746881,Low Fat,0.02528566,158.792,OUT027,1985,Medium,Tier 3,Supermarket Type3,4474.1759999999995,perishable
6065,FDI04,13.65,Regular,0.07285175599999999,197.1426,OUT013,1987,High,Tier 3,Supermarket Type1,3954.8520000000003,non
6066,FDU46,12.987879554655919,Regular,0.011072421,85.354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2077.2960000000003,non
6067,FDE14,13.65,Regular,0.031494041,98.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,2197.14,non
6068,FDX23,6.445,Low Fat,0.029667053,94.4436,OUT013,1987,High,Tier 3,Supermarket Type1,1134.5232,non
6069,NCN18,8.895,Non-Edible,0.049016517,111.9544,OUT035,2004,Small,Tier 2,Supermarket Type1,1565.9616,Others
6070,FDR02,16.7,Low Fat,0.022099982,110.1886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1334.2632,perishable
6071,FDH04,6.115,Regular,0.011372972,89.6488,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.6832,non
6072,FDZ51,11.3,Regular,0.09131023699999999,96.9094,OUT010,1998,Medium,Tier 3,Grocery Store,190.4188,perishable
6073,FDR15,9.3,Regular,0.033437991,153.2314,OUT046,1997,Small,Tier 1,Supermarket Type1,2326.971,perishable
6074,NCQ30,7.725,Non-Edible,0.029117482000000004,123.0414,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.9382,Others
6075,FDW45,18.0,Low Fat,0.039071642000000004,145.3418,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508,non
6076,FDQ52,17.0,Low Fat,0.119362409,249.4434,OUT035,2004,Small,Tier 2,Supermarket Type1,5960.2416,non
6077,FDM01,12.768202247191002,Regular,0.094109236,102.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,perishable
6078,FDE21,12.8,Low Fat,0.02299122,114.9492,OUT045,2002,Medium,Tier 2,Supermarket Type1,1737.7379999999998,perishable
6079,FDH28,15.85,Regular,0.110010191,38.8506,OUT035,2004,Small,Tier 2,Supermarket Type1,341.5554,non
6080,FDQ56,6.59,Low Fat,0.17674825800000002,82.7908,OUT010,1998,Medium,Tier 3,Grocery Store,83.8908,perishable
6081,DRM49,6.11,Regular,0.053589594000000004,43.0086,OUT049,1999,Medium,Tier 1,Supermarket Type1,713.7376,non
6082,NCI29,13.142313953488392,Non-Edible,0.032463574,139.9154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4963.539000000001,Others
6083,FDW44,9.5,Regular,0.035222502999999995,170.1448,OUT045,2002,Medium,Tier 2,Supermarket Type1,1874.8928,perishable
6084,FDR10,17.6,Low Fat,0.010055503,163.7552,OUT049,1999,Medium,Tier 1,Supermarket Type1,1787.0072,non
6085,FDO60,20.0,Low Fat,0.034363028999999996,43.5086,OUT035,2004,Small,Tier 2,Supermarket Type1,401.4774,non
6086,FDG08,13.15,Regular,0.05877842900000001,171.9764,OUT017,2007,Medium,Tier 2,Supermarket Type1,2404.8696,perishable
6087,FDP10,19.0,Low Fat,0.128349909,106.5622,OUT045,2002,Medium,Tier 2,Supermarket Type1,1482.0708,non
6088,FDG45,8.1,Low Fat,0.128760294,213.7902,OUT017,2007,Medium,Tier 2,Supermarket Type1,5946.9256,perishable
6089,DRM47,9.3,Low Fat,0.043964058,192.3846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4586.0304,non
6090,FDO40,12.867061281337076,Low Fat,0.032470108,148.9392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3728.48,non
6091,DRE37,13.5,Low Fat,0.094603404,187.0872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3214.4824,non
6092,FDX13,7.725,Low Fat,0.047743195,248.3092,OUT013,1987,High,Tier 3,Supermarket Type1,6474.2392,non
6093,FDE21,13.224769381746881,Low Fat,0.05877842900000001,115.3492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3823.0236,perishable
6094,NCU53,5.485,Non-Edible,0.07155776900000001,165.7842,OUT010,1998,Medium,Tier 3,Grocery Store,165.7842,Others
6095,NCH07,13.15,Non-Edible,0.155105614,157.2604,OUT010,1998,Medium,Tier 3,Grocery Store,316.9208,Others
6096,FDJ07,7.26,Low Fat,0.014505108000000001,118.415,OUT017,2007,Medium,Tier 2,Supermarket Type1,1747.725,perishable
6097,FDB46,10.5,Regular,0.093909644,213.7244,OUT049,1999,Medium,Tier 1,Supermarket Type1,4022.7636,non
6098,DRL01,19.5,Regular,0.077157727,232.4958,OUT035,2004,Small,Tier 2,Supermarket Type1,2804.3496,non
6099,FDN57,12.987879554655919,Low Fat,0.094957079,143.5154,OUT019,1985,Small,Tier 1,Grocery Store,567.2616,non
6100,FDO38,12.305705009276451,Low Fat,0.07248632599999999,78.9986,OUT027,1985,Medium,Tier 3,Supermarket Type3,2259.0594,non
6101,FDA45,21.25,Low Fat,0.155694794,177.637,OUT045,2002,Medium,Tier 2,Supermarket Type1,2999.429,non
6102,FDP27,12.81734421364986,Low Fat,0.20914265,190.953,OUT019,1985,Small,Tier 1,Grocery Store,379.506,perishable
6103,DRG36,14.15,Low Fat,0.095298849,171.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3935.5438,non
6104,DRL47,19.7,Low Fat,0.038736781,127.4362,OUT046,1997,Small,Tier 1,Supermarket Type1,1510.0344,non
6105,NCA05,13.142313953488392,Non-Edible,0.044000492,148.2734,OUT019,1985,Small,Tier 1,Grocery Store,296.9468,Others
6106,FDL38,13.8,Regular,0.014720848,89.9172,OUT013,1987,High,Tier 3,Supermarket Type1,1516.6924,non
6107,FDC32,18.35,Low Fat,0.099090261,94.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,555.2772,perishable
6108,NCI06,11.3,Non-Edible,0.047814463,179.266,OUT045,2002,Medium,Tier 2,Supermarket Type1,5033.448,Others
6109,FDI05,8.35,Regular,0.127066966,76.5354,OUT049,1999,Medium,Tier 1,Supermarket Type1,1655.1788,non
6110,FDR52,12.65,Regular,0.07647472799999999,191.8846,OUT017,2007,Medium,Tier 2,Supermarket Type1,1146.5076,non
6111,FDU26,16.7,Regular,0.042860025999999996,120.3782,OUT017,2007,Medium,Tier 2,Supermarket Type1,1668.4948,perishable
6112,FDG33,5.365,Regular,0.141033536,173.6764,OUT017,2007,Medium,Tier 2,Supermarket Type1,858.882,perishable
6113,FDE38,6.52,Low Fat,0.044607161,164.2842,OUT046,1997,Small,Tier 1,Supermarket Type1,2818.3314,non
6114,FDI35,14.0,Low Fat,0.041283361,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,5452.901999999999,perishable
6115,FDN23,6.575,Regular,0.075444922,146.0444,OUT013,1987,High,Tier 3,Supermarket Type1,2612.5992,perishable
6116,NCP54,15.35,Non-Edible,0.035143024,124.37299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2093.9410000000003,Others
6117,FDO39,6.985,Regular,0.13725257,183.7608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728,perishable
6118,NCT17,10.8,Non-Edible,0.041831007999999996,186.6214,OUT013,1987,High,Tier 3,Supermarket Type1,2261.0568,Others
6119,NCK30,14.85,Non-Edible,0.060967038,254.3698,OUT035,2004,Small,Tier 2,Supermarket Type1,4566.0564,Others
6120,FDM24,12.277108208955255,Regular,0.078943221,152.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,1813.6392,non
6121,FDA35,14.85,Regular,0.053837561,120.8072,OUT046,1997,Small,Tier 1,Supermarket Type1,4287.752,non
6122,NCM07,9.395,Non-Edible,0.039928582000000004,83.2908,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362,Others
6123,FDD09,13.5,Low Fat,0.021617996,179.6976,OUT017,2007,Medium,Tier 2,Supermarket Type1,1810.976,perishable
6124,FDW07,18.0,Regular,0.14349595199999998,88.7514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1062.6168,perishable
6125,FDM27,12.81734421364986,Regular,0.157701958,158.7946,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811,perishable
6126,NCY53,20.0,Non-Edible,0.058719568,111.0544,OUT018,2009,Medium,Tier 3,Supermarket Type2,894.8352,Others
6127,FDA10,20.35,Low Fat,0.14261818199999998,123.2072,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225.072,non
6128,DRB24,8.785,Low Fat,0.020573334,156.4656,OUT035,2004,Small,Tier 2,Supermarket Type1,2162.5184,non
6129,NCN53,13.142313953488392,Non-Edible,0.030208465,35.4874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1693.7952,Others
6130,FDA31,7.1,Low Fat,0.11023479300000001,171.708,OUT045,2002,Medium,Tier 2,Supermarket Type1,3115.9440000000004,perishable
6131,FDE24,14.85,Low Fat,0.093991286,140.9812,OUT017,2007,Medium,Tier 2,Supermarket Type1,3277.0676,non
6132,FDA04,11.3,Regular,0.067001825,259.1962,OUT018,2009,Medium,Tier 3,Supermarket Type2,5438.9202,non
6133,FDV26,20.25,Regular,0.076314907,196.7794,OUT045,2002,Medium,Tier 2,Supermarket Type1,2731.1116,perishable
6134,FDF40,13.42606890459367,Regular,0.022403117,250.9092,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036,perishable
6135,FDH34,12.987879554655919,Low Fat,0.030944666000000003,186.6582,OUT027,1985,Medium,Tier 3,Supermarket Type3,3715.164,non
6136,FDO16,5.48,Low Fat,0.02528802,83.325,OUT010,1998,Medium,Tier 3,Grocery Store,416.125,non
6137,FDZ43,11.0,Regular,0.057058545,241.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,3635.268,perishable
6138,DRJ51,14.1,Low Fat,0.0675840825,231.9668,OUT049,1999,Medium,Tier 1,Supermarket Type1,1842.9344,perishable
6139,NCL07,13.853284671532842,Non-Edible,0.05486977,40.548,OUT019,1985,Small,Tier 1,Grocery Store,39.948,Others
6140,FDU58,6.61,Regular,0.029006239,186.0898,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.2572,non
6141,FDI26,5.94,Low Fat,0.034880142999999995,177.9344,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.86,non
6142,FDG24,7.975,Low Fat,0.014713908999999999,83.125,OUT017,2007,Medium,Tier 2,Supermarket Type1,2579.975,non
6143,NCM19,12.65,Non-Edible,0.047237246,112.5202,OUT046,1997,Small,Tier 1,Supermarket Type1,787.6414,Others
6144,NCO29,11.15,Non-Edible,0.032306341,166.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,986.7156,Others
6145,NCM05,6.825,Non-Edible,0.100171568,262.7226,OUT010,1998,Medium,Tier 3,Grocery Store,264.3226,Others
6146,NCE07,8.18,Non-Edible,0.013130031,142.6154,OUT046,1997,Small,Tier 1,Supermarket Type1,709.077,Others
6147,FDR10,17.6,Low Fat,0.010096684,160.4552,OUT017,2007,Medium,Tier 2,Supermarket Type1,2599.2832,non
6148,FDO12,15.75,Low Fat,0.055015935,194.3452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328,non
6149,FDC17,12.15,Low Fat,0.015460726000000001,211.8928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984,non
6150,FDF34,9.3,Regular,0.02346559,197.6084,OUT010,1998,Medium,Tier 3,Grocery Store,595.2252,non
6151,FDO22,13.5,Regular,0.017932223,78.796,OUT018,2009,Medium,Tier 3,Supermarket Type2,239.688,non
6152,FDT52,9.695,Regular,0.047420609,246.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,4165.2448,non
6153,FDR24,12.277108208955255,Regular,0.062547321,88.383,OUT027,1985,Medium,Tier 3,Supermarket Type3,2067.3089999999997,non
6154,FDP08,20.5,Regular,0.112410046,192.2478,OUT046,1997,Small,Tier 1,Supermarket Type1,3874.9559999999997,perishable
6155,FDF39,14.85,Regular,0.019511288,262.591,OUT046,1997,Small,Tier 1,Supermarket Type1,4996.829000000001,perishable
6156,NCQ06,13.0,Non-Edible,0.041789718,256.1014,OUT013,1987,High,Tier 3,Supermarket Type1,2550.014,Others
6157,FDR04,7.075,Low Fat,0.022548195,95.7068,OUT013,1987,High,Tier 3,Supermarket Type1,583.2408,non
6158,FDQ32,17.85,Regular,0.046599684,125.1388,OUT035,2004,Small,Tier 2,Supermarket Type1,1981.4208,perishable
6159,DRD15,10.6,Low Fat,0.095064731,232.4642,OUT010,1998,Medium,Tier 3,Grocery Store,697.0926,perishable
6160,FDB02,9.695,Regular,0.029283081000000002,175.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,3705.177,non
6161,NCS18,12.65,Non-Edible,0.042383069,108.0938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1607.9070000000002,Others
6162,NCS30,5.945,Non-Edible,0.155706798,127.9652,OUT010,1998,Medium,Tier 3,Grocery Store,645.826,Others
6163,FDN15,17.5,Low Fat,0.016767995,141.418,OUT045,2002,Medium,Tier 2,Supermarket Type1,1957.4520000000002,perishable
6164,NCL31,7.39,Non-Edible,0.120961347,143.847,OUT017,2007,Medium,Tier 2,Supermarket Type1,4866.998,Others
6165,FDV31,9.8,Low Fat,0.178622919,177.937,OUT010,1998,Medium,Tier 3,Grocery Store,176.437,perishable
6166,FDF38,11.8,Regular,0.02633607,40.6138,OUT013,1987,High,Tier 3,Supermarket Type1,406.13800000000003,non
6167,DRK59,8.895,Low Fat,0.126287542,235.5616,OUT010,1998,Medium,Tier 3,Grocery Store,468.7232,non
6168,DRJ24,11.8,Low Fat,0.11350542,186.8924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2961.4784,non
6169,FDW51,12.81734421364986,Regular,0.09420147699999999,213.356,OUT027,1985,Medium,Tier 3,Supermarket Type3,6817.7919999999995,perishable
6170,FDN49,17.25,Regular,0.125224466,41.248000000000005,OUT046,1997,Small,Tier 1,Supermarket Type1,679.1160000000001,perishable
6171,FDE20,11.35,Regular,0.005561798000000001,168.37900000000002,OUT017,2007,Medium,Tier 2,Supermarket Type1,3225.801,perishable
6172,FDV38,19.25,Low Fat,0.101980245,54.3956,OUT045,2002,Medium,Tier 2,Supermarket Type1,873.5296,perishable
6173,FDH60,19.7,Regular,0.081193712,198.41099999999997,OUT017,2007,Medium,Tier 2,Supermarket Type1,2553.343,non
6174,NCD55,14.0,Non-Edible,0.024369007,40.2454,OUT049,1999,Medium,Tier 1,Supermarket Type1,922.7988,Others
6175,FDU13,8.355,Low Fat,0.188619537,146.4418,OUT017,2007,Medium,Tier 2,Supermarket Type1,3089.9778,non
6176,FDZ07,15.1,Regular,0.094037291,62.3194,OUT049,1999,Medium,Tier 1,Supermarket Type1,495.3552,perishable
6177,FDY13,12.1,Low Fat,0.030188505,77.367,OUT045,2002,Medium,Tier 2,Supermarket Type1,612.536,non
6178,FDP56,8.185,Low Fat,0.046578409,48.6692,OUT045,2002,Medium,Tier 2,Supermarket Type1,1182.4608,perishable
6179,DRA59,11.847459893048129,Regular,0.223985293,186.2924,OUT019,1985,Small,Tier 1,Grocery Store,555.2772,non
6180,FDY40,15.5,Regular,0.08576356199999999,49.0692,OUT013,1987,High,Tier 3,Supermarket Type1,295.6152,non
6181,FDW40,14.0,Regular,0.105145451,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1,4844.3608,non
6182,NCW17,18.0,Non-Edible,0.019382568,129.3994,OUT035,2004,Small,Tier 2,Supermarket Type1,3340.9844,Others
6183,DRN37,9.6,Low Fat,0.053589594000000004,166.5158,OUT049,1999,Medium,Tier 1,Supermarket Type1,3509.4318,non
6184,FDZ19,13.224769381746881,Low Fat,0.093002339,177.7712,OUT027,1985,Medium,Tier 3,Supermarket Type3,4921.5936,perishable
6185,FDW34,9.6,Low Fat,0.035549527000000004,244.11700000000002,OUT013,1987,High,Tier 3,Supermarket Type1,5346.374,non
6186,FDC28,12.867061281337076,Low Fat,0.054720642,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2387.5588,non
6187,FDB29,16.7,Regular,0.052708138,114.7176,OUT017,2007,Medium,Tier 2,Supermarket Type1,2404.8696,non
6188,FDE26,9.3,Low Fat,0.089144149,144.9786,OUT049,1999,Medium,Tier 1,Supermarket Type1,1011.3502,non
6189,FDG45,8.1,Low Fat,0.128011859,210.9902,OUT035,2004,Small,Tier 2,Supermarket Type1,6371.706,perishable
6190,NCC18,19.1,Non-Edible,0.17827272800000002,172.4422,OUT017,2007,Medium,Tier 2,Supermarket Type1,1551.9798,Others
6191,NCU54,8.88,Non-Edible,0.099024124,208.52700000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,3145.905,Others
6192,FDF26,6.825,Regular,0.046898544,153.7998,OUT017,2007,Medium,Tier 2,Supermarket Type1,922.7988,non
6193,FDX52,11.5,Regular,0.041994624,194.782,OUT035,2004,Small,Tier 2,Supermarket Type1,3475.4759999999997,non
6194,FDR04,7.075,Low Fat,0.022694622999999997,98.8068,OUT017,2007,Medium,Tier 2,Supermarket Type1,2527.3768,non
6195,NCP06,20.7,Non-Edible,0.039467795,151.7366,OUT017,2007,Medium,Tier 2,Supermarket Type1,604.5464,Others
6196,FDN25,7.895,Regular,0.061270647000000004,56.7588,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.5528,perishable
6197,NCH42,6.86,Non-Edible,0.036686157999999996,229.601,OUT018,2009,Medium,Tier 3,Supermarket Type2,2526.7110000000002,Others
6198,FDO46,9.6,Regular,0.014200671000000002,187.1872,OUT013,1987,High,Tier 3,Supermarket Type1,3214.4824,non
6199,NCG54,12.1,Non-Edible,0.079806266,172.1106,OUT046,1997,Small,Tier 1,Supermarket Type1,3422.212,Others
6200,FDU07,11.1,Low Fat,0.059797172,151.8366,OUT013,1987,High,Tier 3,Supermarket Type1,1057.9562,perishable
6201,DRJ11,9.5,Low Fat,0.064325351,190.9872,OUT045,2002,Medium,Tier 2,Supermarket Type1,3025.3952,non
6202,FDH10,21.0,Low Fat,0.049381666,193.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824,non
6203,FDN56,5.46,Regular,0.107057186,144.9786,OUT046,1997,Small,Tier 1,Supermarket Type1,2022.7004,perishable
6204,FDY56,13.224769381746881,Regular,0.10927431300000001,225.3062,OUT019,1985,Small,Tier 1,Grocery Store,677.1186,perishable
6205,NCQ53,17.6,Non-Edible,0.018889593,236.25900000000001,OUT013,1987,High,Tier 3,Supermarket Type1,4727.18,Others
6206,NCN54,20.35,Non-Edible,0.021369722,75.8328,OUT045,2002,Medium,Tier 2,Supermarket Type1,154.4656,Others
6207,NCC43,7.39,Non-Edible,0.092927148,249.5066,OUT049,1999,Medium,Tier 1,Supermarket Type1,4267.1122,Others
6208,FDB35,13.690730769230765,Regular,0.113139486,92.9804,OUT019,1985,Small,Tier 1,Grocery Store,183.7608,perishable
6209,FDX33,9.195,Regular,0.117387066,160.2578,OUT013,1987,High,Tier 3,Supermarket Type1,4492.8184,non
6210,NCT06,17.1,Non-Edible,0.038730229,166.2842,OUT035,2004,Small,Tier 2,Supermarket Type1,4807.7418,Others
6211,FDM50,13.0,Regular,0.030211742000000003,59.321999999999996,OUT018,2009,Medium,Tier 3,Supermarket Type2,539.298,non
6212,FDC37,15.5,Low Fat,0.032924463,107.2938,OUT049,1999,Medium,Tier 1,Supermarket Type1,2143.876,non
6213,NCT54,8.695,Non-Edible,0.12002254300000001,94.8094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,Others
6214,FDG34,12.987879554655919,Regular,0.037388492999999995,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,1410.8302,non
6215,NCW54,7.5,Non-Edible,0.096413261,55.3588,OUT046,1997,Small,Tier 1,Supermarket Type1,1030.6584,Others
6216,FDZ46,7.485,Low Fat,0.069405301,112.1228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.228,non
6217,NCK19,9.8,Non-Edible,0.09064910699999999,194.3478,OUT045,2002,Medium,Tier 2,Supermarket Type1,4649.9472,Others
6218,NCQ05,11.395,Non-Edible,0.021649903999999998,150.8708,OUT045,2002,Medium,Tier 2,Supermarket Type1,4363.6532,Others
6219,NCE54,20.7,Non-Edible,0.02689477,76.7354,OUT035,2004,Small,Tier 2,Supermarket Type1,2482.7682,Others
6220,FDH17,16.2,Regular,0.016679232,96.3726,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328,non
6221,FDB23,13.690730769230765,Regular,0.00978492,225.9062,OUT019,1985,Small,Tier 1,Grocery Store,451.4124,perishable
6222,DRL49,13.15,Low Fat,0.056429024,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1,1282.3308,non
6223,FDT03,21.25,Low Fat,0.009998763,182.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,551.2824,perishable
6224,FDW59,13.15,Low Fat,0.020757926,84.3566,OUT045,2002,Medium,Tier 2,Supermarket Type1,761.0094,perishable
6225,NCB18,19.6,Non-Edible,0.041374909,89.2514,OUT045,2002,Medium,Tier 2,Supermarket Type1,1416.8224,Others
6226,FDI22,12.6,Low Fat,0.096756649,208.7612,OUT017,2007,Medium,Tier 2,Supermarket Type1,5226.53,non
6227,FDZ50,12.8,Regular,0.079523619,181.7608,OUT017,2007,Medium,Tier 2,Supermarket Type1,4961.5416,perishable
6228,FDS14,7.285,Low Fat,0.0675840825,155.1288,OUT017,2007,Medium,Tier 2,Supermarket Type1,1414.1592,perishable
6229,NCN19,13.1,Non-Edible,0.012167988000000001,190.253,OUT017,2007,Medium,Tier 2,Supermarket Type1,4174.566,Others
6230,FDG46,8.63,Regular,0.032976398999999997,114.6518,OUT045,2002,Medium,Tier 2,Supermarket Type1,2846.295,non
6231,FDS04,10.195,Regular,0.147492524,141.5838,OUT017,2007,Medium,Tier 2,Supermarket Type1,1685.8056,non
6232,FDM58,16.85,Regular,0.057583738,110.0544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2572.6512,non
6233,FDB60,9.3,Low Fat,0.028566433,193.0136,OUT049,1999,Medium,Tier 1,Supermarket Type1,4860.34,non
6234,FDH28,15.85,Regular,0.11047921699999999,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,531.3084,non
6235,NCU53,5.485,Non-Edible,0.042838514,163.7842,OUT045,2002,Medium,Tier 2,Supermarket Type1,1657.842,Others
